repo_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc
huutrinh68/kaggle-quickdraw,1,13,2020-08-13T12:23:24Z,"object detection with lidar point cloud, with real-time performance. This is a simplified version of SECOND project by Yan Yan",Python,0,4108
SerpentAI/SerpentAI,1,0,2018-06-18T10:43:50Z,,Python,0,10263
Mrbruh79/Noise_detection_using_Transfer_Learning,2,1,2020-09-24T21:50:17Z,Robotics Class Repo,Python,0,33589
rm4216/BayesOpt,1,1,2021-07-01T09:34:41Z,,Jupyter Notebook,3,225
PranjalD7/Noise_detection_using_Transfer_Learning,1,0,2022-01-22T10:55:25Z,,Python,0,31
ilijavishinov/DigitalSignalProcessing-ECG,1,0,2020-09-12T06:08:50Z,This project aims to put the basis of a YOLO-based object detection framework. It then adapts it for the task of traffic light detection.,Python,18,69303
Liangtaiwan/self-training-mcqa,0,0,2020-08-25T02:23:55Z,,Python,3,5010
VisiumCH/metro-dvc-demo,0,7,2021-10-22T17:22:40Z,Architectural Patterns for Ray and Anyscale Enablement.,Jupyter Notebook,41,476
carlmoore256/DeepReverb,1,0,2021-04-22T14:53:32Z,,Python,1,2491
masszhou/second_lite,1,0,2018-06-15T12:29:57Z,,Jupyter Notebook,17,24899
dendorferpatrick/learn_pytorch_LSTM,2,10,2021-07-19T13:16:27Z,A hydra integrated template for LG-Dacon Competetion ,Python,27,14
north-fern/ME-134,1,1,2022-06-16T16:22:18Z,,Python,250,588661
g8a9/interpretable-trading,1,0,2022-10-03T10:48:42Z,Implementation of a convolutional neural network for regression and classification tasks,Python,0,71
wibbn/sberseg,2,0,2022-01-11T09:02:51Z,,Jupyter Notebook,0,138464
AndreiDob/TrafficLightsYOLO,1,0,2017-03-04T19:38:57Z,Quantitative analysis of music festivals using Pitchfork Reviews and Spotify Data. ,CSS,19,61155
LEOCUIZHIHAO/kp_cv,2,0,2020-08-25T19:55:19Z,Transfer Model for Text-To-Speech Generation and Speech Recognition,Python,1,240
anyscale/architectures,1,0,2021-05-07T08:31:49Z,"Single layer, multilayer perceptron ",Python,0,593
liuyinan88/MCQA_project,1,0,2022-01-12T18:11:22Z,,Jupyter Notebook,0,512979
MarieRoald/summer_2018,1,0,2022-02-04T20:44:00Z,,Jupyter Notebook,54,3329
kuielab/lg_dacon_competition_template,1,6,2020-11-24T14:32:58Z,mlflow extension for Algorithmia,Python,0,97
phamquang-hieu/SegNet,0,11,2022-03-07T19:45:47Z,"A PyTorch implementation of The ICLR 2019 paper ""Invariant and Equivariant Graph Networks"" by Haggai Maron, Heli Ben-Hamu, Nadav Shamir and Yaron Lipman https://openreview.net/forum?id=Syx72jC9tm. The official TensorFlow implementation is at https://github.com/Haggaim/InvariantGraphNetworks.",Python,0,22
giacomopiccinini/CNN,1,0,2021-11-05T15:51:04Z,generative models,Jupyter Notebook,0,547237
THuix/bnn_bbb,1,3,2021-01-01T13:31:56Z,Track of the experiments during my research on Semantic Segmentation,Python,677,8248
timdmulligan/govs_ball_schedule,1,0,2020-12-08T13:13:20Z,,Python,27,54
Etzelkut/sound_deep,1,0,2019-10-05T18:45:37Z,Arabic Dialect Identification Using Different DL Models,Python,23,523
shikhasthakur/Tensorflow-,1,0,2023-01-04T10:29:22Z,,Python,0,16559
bnbbdz/Python_code,1,0,2021-12-11T05:01:23Z,graph reinforement learning for collision resolution,Python,24,704181
kim0930/template2,2,0,2021-11-19T20:02:22Z,IFT6390 - Data Challenge 2,HTML,1,2355
algorithmiaio/mlflow-algorithmia,1,0,2022-01-31T08:17:58Z,,Jupyter Notebook,0,2216
HyTruongSon/InvariantGraphNetworks-PyTorch,3,75,2020-11-08T18:24:50Z,"Export and import MLflow experiments, runs or registered models",HTML,1,766
matteoferrante/TorVergataExperiments,1,1286,2019-02-09T20:24:27Z,disentanglement_lib is an open-source library for research on learning disentangled representations.,Python,115,731
praeclarumjj3/SegExp,2,0,2022-03-23T10:47:55Z,Cross-Modal Consistency Type Identification,Python,5,127
MoeinSorkhei/MoCo,1,2,2020-07-07T09:36:58Z,,Python,9,427
iAhmedMaher/arabic-did,1,8,2021-11-29T15:53:22Z,A static analysis tool to detect test data leakage in Python notebooks,Python,25,343
waltesour/SOLOv2-my,2,4,2020-10-19T13:57:24Z,,Jupyter Notebook,0,12687
hewudi666/Graph_RL,10,8,2018-03-10T21:43:44Z,PCB Satellite Repository,C,22,25962
AxelBogos/Cropland-Detection,3,25,2022-10-23T13:10:25Z,UE5 plugin with stable diffusion integration,Python,0,499138
jvkamnani/SarcasticHeadline,1,1,2018-05-13T23:49:13Z,temporary wav2mid repo for refactoring project ,Python,0,28
amesar/mlflow-export-import,30,1,2022-07-14T07:55:56Z,,Python,286,144000
google-research/disentanglement_lib,1,5,2022-06-13T17:44:05Z,,Jupyter Notebook,14,8616
VaianiLorenzo/CMCTI,1,2,2022-05-19T15:49:50Z,,Python,0,7654
Neronjust2017/DL-TSC,1,0,2021-05-14T03:03:00Z,"Log machine learning metrics to Comet, Neptune, local, etc with same interface",Python,3,3
malusamayo/py-analysis,4,114,2019-08-09T13:14:51Z,Code implementation of Data Efficient Stagewise Knowledge Distillation paper.,Jupyter Notebook,0,136996
Paalar/friendly-enigma,1,0,2021-09-24T05:55:54Z,,Jupyter Notebook,0,3560
space-technologies-at-california/PCBSat,1,0,2022-04-10T23:24:08Z,,Python,462,52
albertotrunk/ue-stable-diffusion,4,0,2023-02-22T10:02:19Z,braintumorclassification,Python,0,437497
jsleep/wav2mid_temp,5,830,2017-11-21T17:28:45Z,Deepdrive is a simulator that allows anyone with a PC to push the state-of-the-art in self-driving,Python,4,4401
merlinepedra25/RAY-1,2,0,2020-10-07T08:18:51Z,,HTML,13360,249563
jaimesabalimperial/jaisalab,1,0,2021-01-05T06:57:08Z,,JavaScript,209,20543
saforem2/mlops,1,0,2020-10-07T17:53:18Z,Image classification of cotton leaf/plant and used transfer learning for prediction. Last created UI for any new prediction,Jupyter Notebook,0,136
powergee/common-ml-logger,1,8,2020-07-15T15:01:14Z,Backend implementation for running MLFlow projects on Hadoop/YARN.,Python,0,57
IvLabs/stagewise-knowledge-distillation,1,1,2021-01-26T13:01:52Z,A project that aims to conduct a quantitative assessment of the impact of the exploration-exploitation trade-off on state-of-the-art reinforcement learning algorithms on several different benchmark task in environments from the OpenAi gym. ,Python,152,10
saeedashraf/engageclients,1,0,2021-05-21T17:48:42Z,,Jupyter Notebook,0,78
skim2257/lmp2021_stoic,1,1,2021-08-05T13:02:42Z,,Python,0,6447
Victorvone/braintumorclassification,2,83,2019-10-30T00:37:06Z,,Python,233,30
deepdrive/deepdrive,1,1,2020-05-11T21:47:15Z,,Python,831,1112423
juanjo3ns/mineRL,1,1,2017-04-24T02:20:42Z,,Python,170,42245
dayu97/Django_DrLink,0,0,2019-05-22T08:40:53Z,,Python,23,56
ShubhamGoel2295/Cotton-leaf-plant-condition-prediction,1,0,2018-03-11T23:01:09Z,Neural machine translations,Mathematica,0,6728
criteo/mlflow-yarn,2,23,2021-05-20T15:40:58Z,"An implementation of Google's paper - ""Accelerating eye movement research via accurate and affordable smartphone eye tracking"" for GSoC 2021 ",Jupyter Notebook,21,20228
MuneetSJ/Exploration-vs-Exploitation-in-RL,1,1,2021-09-27T02:16:06Z,Fall 2021 Introduction to Deep Learning - Homework 1 Part 2 (Frame Level Classification of Speech),Python,0,189
Galeos93/tensorflow_bootstrap_trainer,1,0,2021-08-23T16:11:56Z,,Python,0,80
Rian-T/AudioDrivenTalkingHeadGeneration,1,2,2018-06-24T15:50:09Z,,Python,0,5
neuroailab/LocalAggregation-Pytorch,0,5,2021-04-04T12:18:50Z,This code is for the ICWSM 2021 paper: Fair Representation Learning for Heterogeneous Information Networks http://arxiv.org/abs/2104.08769,Python,9,24651
smith-kyle/animalese-to-text,4,0,2022-02-25T14:23:38Z,This is the repository for the Human Pose Prediction Project at ETH in the Spring Semester 2021,Python,10,937
zoeyangyy/event-extraction,1,21,2017-06-14T13:29:13Z,This is an example of using Tensorflow to build Sparse Autoencoder for representation learning. ,Python,24,195
imflash217/flashai,3,0,2021-12-01T02:14:14Z,Repository containing the live app,Python,7,471
orangeGoran/neuralmonkey-experiments,1,12,2020-12-31T02:38:54Z,An Abstractive Summarization(for Datasets in English format) Implementation with Transformer and Pointer-generator,Python,5,200
DSSR2/gaze-track,14,1919,2015-09-01T20:52:50Z,Machine learning lessons and teaching projects designed for engineers,Jupyter Notebook,0,139523
ryanquinnnelson/CMU-11685-Frame-Level-Classification-of-Speech-using-Deep-Learning,2,0,2020-11-22T18:35:26Z,Text to handwriting,Python,0,43513
SohamShah2k/VoiceBasedPersonalAssistant,1,1,2019-03-07T13:57:46Z,M2P3,Jupyter Notebook,0,542475
jainanchit51/transfer_learning,1,0,2022-09-15T20:23:28Z,A Fun Challenge to work on OpenAI's Gym Environment,Python,3,38768
HKUST-KnowComp/Fair_HIN,1,1,2019-05-16T08:02:46Z,,Jupyter Notebook,16,106437
kaufmann-a/ETH_MP-Human-Pose-Prediction,1,22,2018-04-05T07:13:05Z,Implementing sparse autoencoder for MNIST data classification using keras and tensorflow,Python,274,474
zhiweiuk/sparse-autoencoder-tensorflow,1,1,2021-04-16T23:27:04Z,,Python,6,286
DS-IFT6750-project-collaboration/hockey-all-star-app,1,1,2022-06-21T16:56:07Z,,Python,0,2206
shengqiangzhang/transformer-pointer-generator-for-english-dataset,3,5,2021-08-10T02:48:48Z,Group 24's repository for software engineering honour's research project in testing self-driving vehicles.,Python,0,651
lukas/ml-class,1,0,2021-03-02T21:10:37Z,Engineering Thesis - Surface Normals Estimation using Transfer Learning on Synthetic Dataset,Jupyter Notebook,643,244257
JKaplan98/text-to-handwriting-model,1,7,2021-04-20T15:31:55Z,Public release of Track-to-Learn: A general framework for tractography with deep reinforcement learning,Python,0,232
atanas1054/m2p3,1,5,2022-12-17T03:57:04Z,,Python,16,94837
abhishekjagtap1/Control_MountainCar-v0_using_Hand_Gestures_Real_Time,1,1,20
21-07-13T22:26:57Z,"Speech command recognition contains a dataset of the words ""ON"", ""OFF"", ""0"", ""25"", ""50"", ""75"" and ""100"" recorded without noise by 9 men and 5 women with a total of 851 .wav files for training and audios with noise made by 5 men and 1 woman for testing of deep learning. ",Python,15,156495
ainklain/mynlp,1,3,2023-01-10T22:34:56Z,Analyzing NHL Games with Machine Learning.,Jupyter Notebook,113,4236
jadhavhninad/Sparse_autoencoder,1,0,2017-12-30T02:09:44Z,strip shot learning fore question answering,Python,11,63015
samuelhkahn/srgan-hubble,1,15,2021-04-21T16:02:15Z,Code for predicting clinical scores of parkinsonism (UPDRS-gait/SAS-gait) from skeleton trajectory data.,Python,0,377004
ISMD-TU-Darmstadt/VADer,1,1,2017-12-13T09:41:20Z,,Python,0,3424
mushi333/2021-FIT4003-SBSE-for-self-driving-cars,30,0,2022-11-04T11:31:24Z,,Python,0,11678
TheFebrin/thesis-normals-estimation,1,0,2021-05-24T09:20:21Z,Neural network solution to finding the minimum of two MNIST images.,Jupyter Notebook,28,22632
scil-vital/TrackToLearn,1,1,2020-05-03T12:43:44Z,AI example,Jupyter Notebook,0,10097
jiabeiwangTJU/DICL,5,43,2020-01-31T12:32:19Z,Riemannian optimization for quantum technologies,Python,0,11561
NicoGitSoft/Voice-command-recognition-in-Spanish,2,24,2021-02-22T15:29:20Z,Official Implementation of Convolutional Normalization: Improving Robustness and Training for Deep Neural Networks,Python,0,190
YujunZhong/hockey-game-prediction,30,0,2021-08-10T07:18:47Z,,Python,0,7462
dadashkarimi/strip-shot,1,0,2021-05-07T22:11:11Z,"For now, not much to say",Jupyter Notebook,3,3686
TaatiTeam/stgcn_parkinsonism_prediction,1,0,2021-03-10T09:09:45Z,,Python,0,59
StoyanVenDimitrov/BachelorThesis,1,0,2021-12-11T17:40:25Z,탄소배출현황 대시보드 & 탄소배출량 및 배출권 가격 예측 프로젝트,CSS,4,34737
huxycn/lazy_mmcv,1,0,2020-05-17T06:33:23Z,,Jupyter Notebook,1251,114983
feldnerd/MNIST_FindingMino,2,0,2021-12-06T07:40:04Z,,Jupyter Notebook,0,28357
HuynhPhamDuy/AI-example,17,23,2022-02-10T08:56:27Z,Open-source metadata collector based on ODD Specification,Python,1,2023
LuchnikovI/QGOpt,1,0,2020-12-05T18:28:41Z,Experimenting with Game AI applied to chess,Jupyter Notebook,369,35104
shengliu66/ConvNorm,1,0,2020-10-27T02:17:25Z,Learning Comet ML via Iris dataset.,Python,0,2
HXWAndCL/mmcv,1,3,2020-06-26T06:18:24Z,,Python,806,39086
Etzelkut/Eye-Tracking,3,0,2020-09-29T13:15:53Z,Projeto destinado a tracking automático do processo de treinamento de nossos modelos de Machine Learning (por meio da ferramenta MLFlow).,Python,0,118
naya86/streamlit-Car-Puchase,1,0,2020-11-06T08:10:54Z,,Jupyter Notebook,0,11674
shinokoh/UnderTheC,1,0,2021-11-04T03:06:41Z,,Jupyter Notebook,3,2965
abhijeetmote/ObstructionRemoval,1,0,2021-12-24T17:07:56Z,,,3,8568
Stallon-niranjan/ResearchCoder,1,0,2021-06-12T23:23:16Z,Our work on implementing a quantum kitchen sink.,Python,42,1627
opendatadiscovery/odd-collector,1,0,2019-09-29T23:02:09Z,progressively growing WGAN-GP trained on an art dataset,Jupyter Notebook,0,48140
TheoLvs/beth,1,0,2021-12-02T00:47:00Z,,Python,0,15
rvernagus/comet-iris,1,5,2021-08-20T21:29:39Z,Recommendation systems used for Spotify tasks,Jupyter Notebook,0,22778
rainwangphy/pymarl_MaCA,1,0,2020-02-28T16:46:48Z,,Python,6,990071
Nasajon/mlflow_training_tracking,1,0,2022-01-05T01:45:54Z,Comparisons between ML Tools ,Python,81,13
tycoer/yolov4,1,0,2017-06-07T15:37:48Z,LDNMT,Python,4,64307
clrkwng/facial_detection,1,0,2022-04-27T03:21:14Z,,Python,0,54
aparna2103/Crop-Doctor,1,0,2022-02-03T16:27:44Z,"Creating lakehouse a new, open architecture that combines the best elements of data lakes and data warehouses by adding Delta Lake format to that Azure data lake storage gen2, to achieve the ""Lakehouse""",Python,1,22
diracq/quantum-kitchen-sink,1,0,2022-10-19T01:21:27Z,,Python,0,9663
schmidtdominik/ArtGAN,4,0,2020-09-30T23:25:56Z,,Python,28,15131
tianhuil/comet-test,8,0,2019-01-09T15:59:53Z,Beam-Dowel_Setup WIP,Python,0,133449
anishshah97/spotify-recommender-training,1,4,2020-02-27T21:29:19Z,Generate lyrics with TensorFlow and the Genius API,Python,0,983
jantje676/cross-modal,1,0,2023-01-05T14:12:44Z,Accelerate prototyping of deep learning projects with JAX,Python,498,90
NexlsonSkymind/MLToolsExperiments,2,0,2021-05-07T15:46:35Z,,Python,0,21
hoangcuong2011/LDNMT,1,0,2020-10-17T13:29:32Z,,Python,7,73365
skim2257/tl_template,1,0,2021-03-25T22:31:44Z,,Python,0,105
Abdullahi-Ahmed/Lakehouse,5,459,2021-03-12T09:36:58Z,"Official implementation of Monocular Quasi-Dense 3D Object Tracking, TPAMI 2022",Python,6,1997
makitayugo/mujoco_irp,1,0,2020-09-03T19:22:48Z,,Python,0,212
shubhang8/DeepSSL,3,10,2019-04-05T19:09:18Z,Code For Unsupervised Adversarial Image Inpaiting paper,Python,135,139
ytakzk/timber_assemblies,2,0,2021-08-11T14:58:42Z,,Python,307,15061
ggiuffre/tf-lyrics,1,0,2021-10-29T16:13:51Z,,JavaScript,100,13973
h-terao/alopex,5,2377,2020-05-09T15:25:47Z,"Visualize and compare datasets, target values and associations, with one line of code.",Python,0,16791
piratehacker/ml-project,1,0,2021-09-09T08:12:20Z,,Python,24,219
A-RAMZI/PFE,1,0,2020-10-20T10:17:28Z,,Python,35,81351
kangyuansbu/Text2image,0,0,2021-04-14T17:46:30Z,Starter boilerplate for using torch + lightning,Python,0,1
SysCV/qd-3dt,1,3,2021-01-17T14:25:59Z,基于pytorch-lighting框架搭建的端到端语音识别模型，目前还在实验中，性能在不断优化,Python,0,247
GillianGrayson/dl,30,0,2023-01-23T16:06:18Z,,Python,50,87452
pajotarthur/unsupervised_image_inpaiting,1,0,2021-11-29T03:11:09Z,,CSS,69,5060
akiozihao/mmlab,2,2,2021-05-13T12:50:17Z,Discovery and Learning of Minecraft Navigation Goals from Pixels and Coordinates,HTML,0,169264
sprakash277/de_ml-cicd-git-action,1,1,2020-01-27T15:04:18Z,Sensor Fusion for 3D Object Detection for Driverless Cars,Jupyter Notebook,0,26418
fbdesignpro/sweetviz,1,2,2021-04-08T02:55:03Z,,Jupyter Notebook,103,19314
wrenchonline/fastvepvgg,1,5,2020-12-19T12:58:28Z,,Jupyter Notebook,0,5572
Ishan2000-ace/Cotton-Disease-Classifier,1,1,2022-05-27T11:17:59Z,,Python,5,4524
glebshevchukk/torch_boilerplate,1,3,2016-10-16T08:13:38Z,,Python,0,921
kouyt5/lightning-asr,2,0,2020-10-02T16:48:04Z,,Python,0,145
nankyerdason2020/lightning,5,0,2021-07-01T14:08:39Z,,Jupyter Notebook,8602,18979
gitconnoisseur/ism-ow,3,296,2017-08-22T13:55:27Z,Learning to create Machine Learning Algorithms,Python,13,11362
imatge-upc/PiCoEDL,2,15,2021-10-26T18:30:23Z,Generalizable Imitation Learning from Observation via Inferring Goal Proximity (NeurIPS 2021),Python,0,40569
YahyaAlaaMassoud/Sensor-Fusion,2,29,2020-11-06T00:59:54Z,"Source code for the GPT-2 story generation models in the EMNLP 2020 paper ""STORIUM: A Dataset and Evaluation Platform for Human-in-the-Loop Story Generation""",Python,165,270
hitachi-rd-cv/influence-estimation-for-gans,0,0,2022-07-12T20:00:32Z,,Python,0,178172
wuyi1405/DLLXW-data-science-competition,2,37,2020-05-19T19:48:32Z,DeepSentinel: a sentinel-1 and -2 self-supervised sensor fusion model for general purpose semantic embedding ,Python,0,732
liuliu66/pathological_segmentation,1,0,2019-06-02T06:18:13Z,An application for building intuitions about neural network inferenece and evaluation.,Python,0,8248
pauldb89/ml,1,3,2020-03-08T19:33:29Z,"An attempt to develop a system for detecting distracted drivers and warn the responsible person against it was done. The system is a CNN based system that detects and identifies the cause of distraction. The base architecture for the CNN is VGG-16 and is modified for this task. Various activation functions (Leaky ReLU, DReLU, SELU) were used in order to investigate performance. ",Python,41,51902
Brazilian-Institute-of-Robotics/autonomous-perception,1,0,2020-07-25T11:44:36Z,"ML Pipeline steps + MLflow, DVC, Metaflow & Kedro Pipeline implementation",Python,0,49
KabeloMbewe/unsupervised-learning-team-mm1,1,0,2022-10-18T07:14:48Z,,Python,0,22110
srafay/Machine_Learning_A-Z,1,6,2020-02-26T14:19:08Z,"A repo for example code for technologies and platforms: MLflow, PyTorch, Python Language features, Spark and Scala, etc.",Jupyter Notebook,32,11507
clvrai/goal_prox_il,2,22,2018-07-24T21:56:27Z,MLflow samples - deprecated,Python,0,687
dojoteef/storium-gpt2,9,13,2022-10-17T14:29:22Z,Generative Flow Networks - GFlowNet,Python,89,38521
mnmueller/mn_bab_vnn_2022,5,3,2019-07-29T09:49:33Z,,Python,0,230
Lkruitwagen/deepsentinel,1,7,2021-11-13T07:25:07Z,"object detection, adversarial robustness",Python,45,8092
sonineties/macaque-reloaded,4,34,2022-01-21T09:53:22Z,Python client for MLflow REST API,Python,367,674
Biplab097/DistractedDriverDetection,1,0,2021-06-19T13:37:33Z,,Python,20,18656
f-imbi/ml_pipeline,1,0,2022-06-08T10:25:08Z,,Jupyter Notebook,20,9042
zhangbo2008/cold_diffusion,1,2,2020-02-12T08:21:00Z,"Detection of emotions (happiness, sadness) from a face photo using Deep Learning",Jupyter Notebook,0,3614
dmatrix/misc-code,1,6,2022-02-12T15:37:13Z,Transformer Language Models using Pytorch Lightning.,Python,425,958
amesar/mlflow-fun,1,0,2023-02-05T15:39:23Z,Lear MLFlow. The aim is to track ML models using MLFlow,Python,498,18775
alexhernandezgarcia/gflownet,1,0,2022-12-17T14:05:30Z,Портфолио учебных проектов по data science,Jupyter Notebook,0,6499
neyugncol/tensorflow-keras-triplet-loss,1,0,2021-11-15T17:12:18Z,,CSS,76,19944
grispeut/udfa,1,12,2020-05-22T22:09:58Z,,Python,0,67
MobileTeleSystems/mlflow-rest-client,1,1,2021-04-22T15:49:16Z,Analysis of different models for the detection of anomalies in multivariate time series,Python,0,1575
Ssuwani/mlops,1,0,2021-09-24T10:03:52Z,,Python,30,427
dkoshman/ysda_machine_learning,1,0,2021-03-31T17:26:28Z,,Python,0,235
FrancescoSaverioZuppichini/Emotions-Detection,7,28,2019-05-10T02:50:00Z,A little logger for machine learning research,Python,1,83
appliedml42/language-modeling,1,7,2021-11-27T10:29:56Z,A multi-tenant multi-client scalable product categorising demo stack,Python,0,16285
esettecase/MLFlow_0,1,0,2020-09-03T14:05:47Z,A deployed Tensorflow Keras CNN to classify cat and dog images,Python,0,87919
gumaonelove/data_science,1,0,2021-04-05T18:40:55Z,Noughts and Crosses powered by Machine Learning,Python,0,5765
sy1909/undertheC,1,1,2019-05-20T13:44:45Z,optical flow based motion vector resize in HEVC,C++,17,2217
Divadi/detection-toolbox,1,6,2022-08-15T14:18:02Z,"Official implementation of the benchmarked 2D, 3D classficiation, and 3D semantic segmentation models on PeRFception. ",Python,6,143
GastonGarciaGonzalez/Multivariate-Time-Series-Anomaly-Detection,1,0,2019-12-04T10:17:26Z,Those are my code about learning some modules and methods.,C++,0,24452
wl-1203/IBM,0,0,2021-09-05T19:28:12Z,,Jupyter Notebook,0,972
PasserBy4/mypretraining,0,0,2020-10-07T20:10:07Z,Example for the Comet and Pachyderm integration,Python,3,16814
michaeltinsley/3D-MNIST-PyTorch-Lightning,2,0,2018-08-22T10:18:17Z,,Python,0,2844
rlworkgroup/dowel,1,1,2021-06-02T17:23:59Z,General tools used for traffic sound pressure analysis in python,Python,39,768
radcheb/product-categories-4all,1,0,2021-01-12T14:38:38Z,,Python,5,5
CristianBarsan/RNP_YOLOv5,1,0,2022-12-28T15:06:51Z,,Python,152,3174
TiaBerte/rl-for-dfl,2,0,2023-02-03T15:47:20Z,,Jupyter Notebook,2581,44990
IvLabs/stagewise-knowledge-distillation,4,114,2019-08-09T13:14:51Z,Code implementation of Data Efficient Stagewise Knowledge Distillation paper.,Jupyter Notebook,4,136996
webnizam/anpr-falcon-ai,2,2,2022-10-31T20:04:52Z,Automatic Number Plate Recognition Model,Python,2462,71014
225ceV/tiny,30,0,2023-03-01T01:53:46Z,,Python,271,18713
CoCoPIE-Group/MobileBERT-transformer,2,0,2022-10-27T03:07:19Z,,Python,1,200978
bashendixie/ml_toolset,1,9,2021-11-30T01:19:40Z,,Python,55,182640
IJCAI2022-SpelLM/SpelLM,1,0,2021-10-09T13:53:05Z,,Python,1,21375
xingyuezhiyun/yolov8test,30,1,2022-11-16T14:13:33Z,,Python,25581,13279
LinirZamir/YOLOv5-VisualInspection,2,1,2019-01-17T01:43:51Z,Make machine learning simpler with Galaxy (Moved to https://github.com/goeckslab/Galaxy-ML),Jupyter Notebook,80,504845
ohsu-comp-bio/Galaxy-ML,6,0,2022-12-04T02:39:36Z,사진 업로드 시 AI를 이용해 자동으로 태깅을 해주는 SNS 앱,Python,4,53789
wet6123/Intagral,0,0,2018-11-11T10:15:03Z,This app predicts the TB patient case severity for the RNTCP Aasha workers using a trained Random Forest Classifier.,Python,9,85344
route2sabya/ecsws_predictorApp,1,0,2021-04-24T16:08:31Z,,Python,1,294013
Reason239/traffic-cnn,1,1,2022-12-05T17:54:15Z,,Python,4866,67472
sainishwanth/Crime-Scene-Analysis,1,0,2021-03-18T11:38:06Z,python的一些小项目,Jupyter Notebook,1,15491
PandoraLS/python_toys,1,2,2021-03-10T12:37:55Z,The no-brainer Python library for experiment management,Python,8,125
mikimn/arggo,1,3,2020-06-01T02:53:38Z,Neurips 2020 Submission 11699,Python,25,666
neurips2020submission11699/metarl,30,0,2017-04-05T12:37:10Z,,Python,1,31165
kyper999/Theano,1,1,2015-08-12T08:41:16Z,"Knowledge measurement,play kaggle,CDM,Machine learning,DataMing in Education code",Matlab,1,74983
LiaoPan/MyCodeSpace,3,0,2023-02-28T16:50:08Z,,Python,584,247
attilasimko/multimodel-optimizer,1,0,2023-01-09T15:11:32Z,,Python,945,629
kadirnar/yolov8,1,0,2021-09-26T14:22:58Z,,Python,19,5
jynx10/catalyst-pytest,1,0,2022-10-24T22:35:56Z,,Python,3465,1354
WHOIGit/tator_yolo_scripts,1,0,2020-05-16T14:35:22Z,,HTML,2329,8766
jagangirisaballa/number_detection,1,0,2021-10-01T12:21:36Z,,Python,1,19
mohamedbakrey12/prpjectINDeepLearning,30,1,2021-03-12T07:01:45Z,Customised Usage of HuggingFace Transformers,Python,11,50979
Carolyn95/FlexTransformers,1,0,2023-02-22T23:54:01Z,,Python,2436,1091571
oguzcanbekar/hakan_1,1,0,2020-09-04T09:18:58Z,first commit,Python,3,13541
Brindha-m/Leafine,1,1,2018-06-14T17:29:56Z,Machine learning for lie detection. Fake news begone!,Python,68,838
luzhihua407/AIBot,4,0,2020-06-17T14:00:34Z,,C++,4,42998
yash1802/Lie-To-Me,1,0,2020-09-01T07:29:54Z,,Python,1,77507
sagpant/3dmm_cnn,1,0,2022-11-21T11:06:08Z,,Python,14,157300
Atwinenickson/pythonchat,1,9,2019-12-12T07:29:39Z,python datasets for code completion,Python,6744,208253
xueyongfu/bert-cluster,12,813,2016-11-19T02:42:09Z,Descriptive Deep Learning,Python,1218,1873
seoheolim/Yolov5,2,0,2021-04-24T18:47:52Z,using the twitch chat to generate a visual mood feedback,Python,53,24542
LiuFang816/SALSTM_py_data,4,0,2021-09-28T22:54:15Z,,Jupyter Notebook,5,2690
deepgram/kur,4,259,2015-09-25T19:59:48Z,End-to-End Attention-Based Large Vocabulary Speech Recognition,Python,8,10008
ctrlav/td-mood-board,1,0,2019-08-01T09:40:03Z,"A custom branch based on caffe-opencl, which applies on-GPU TDR algorithm to reduce the redundant computation cost on Dropout. Further optimization on other techniques may be included.",C++,43,8515
ArchambaultP/NHL-Notebooks,30,8870,2018-12-27T23:58:12Z,Data-centric declarative deep learning framework,Python,1,33071
rizar/attention-lvcsr,30,0,2022-09-15T16:36:26Z,,Python,20,32163
Miaomz/caffe-opencl,1,0,2020-10-09T03:48:57Z,,Jupyter Notebook,1,14567
ludwig-ai/ludwig,1,0,2021-08-11T19:32:17Z,,Python,28,19
TNPKpenguin/Pig,2,0,2022-05-04T09:32:57Z,,Python,30,589
John-p-v1999/Sonnet-generator-final,1,7,2022-11-29T12:30:19Z,Vehicle Counting Using Yolov8 and DeepSORT,Python,33,8490
Bencpr/lightning_hydra_template,1,0,2019-08-05T19:40:38Z,Write ML algo from scratch for better understanding,Jupyter Notebook,737,336
DaNavUser/NIPS_Experiments,1,0,2021-06-25T11:17:07Z,Fork of ousia/luke for my thesis,Python,955,1178
DoganK01/YOLOV8-DeepSORT-Tracking-Vehicle-Counting,1,0,2023-01-21T06:19:03Z,,Python,50,926
msank00/ml_algo_from_scratch,30,0,2022-12-01T04:47:33Z,,Python,35,14418
jspunda/luke,1,0,2020-11-05T15:43:45Z,,Jupyter Notebook,1,242
Lakaai/yolov5backup,1,33,2020-07-29T13:42:56Z,Library for training Gaussian Processes on Molecules,Python,1194,30535
SebeenYoon/KIC_Insulation,1,4,2023-01-14T10:41:58Z,yolov5+霍夫变换实现的车道线检测,Python,311,661
Dhruvi289/Artifacts_classification,1,0,2023-01-10T22:44:02Z,"just bunch of code from tutorials with some comments, cool stuff",Python,8,2
Ryan-Rhys/FlowMO,2,2,2021-06-29T06:13:18Z,,Jupyter Notebook,1,425059
YINYIPENG-EN/yolov5_lane_detection,1,4,2016-08-08T20:47:02Z,Deep Learning on Cosmology Maps,Python,27,833482
shredder67/lightning-playground,30,0,2021-03-10T18:44:04Z,,Python,8,25334
